period,group,store,channel,sessions,users,vdp_views,conversions
2024-02,Summit Auto Group,Summit Honda Westland,Paid Search,3765,2839,1989,81
2024-02,Summit Auto Group,Summit Honda Westland,Direct,2869,2278,1362,58
2024-02,Summit Auto Group,Summit Honda Westland,Organic Social,1793,1479,866,29
2024-02,Summit Auto Group,Summit Honda Westland,Paid Social,1434,1155,843,26
2024-02,Summit Auto Group,Summit Honda Westland,Referral,1075,849,606,24
2024-02,Summit Auto Group,Summit Honda Westland,Email,896,658,505,22
2024-02,Summit Auto Group,Summit Hyundai Oakhurst,Organic Search,4111,3451,2081,59
2024-02,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,2539,2155,1393,54
2024-02,Summit Auto Group,Summit Hyundai Oakhurst,Direct,1934,1595,1187,35
2024-02,Summit Auto Group,Summit Hyundai Oakhurst,Organic Social,1209,939,736,27
2024-02,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,967,706,477,19
2024-02,Summit Auto Group,Summit Hyundai Oakhurst,Referral,725,555,392,15
2024-02,Summit Auto Group,Summit Hyundai Oakhurst,Email,604,486,302,10
2024-02,Summit Auto Group,Summit Jeep Ram Clearwater,Organic Search,5492,3969,2803,76
2024-02,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,3392,2905,1529,40
2024-02,Summit Auto Group,Summit Jeep Ram Clearwater,Direct,2584,1998,1487,36
2024-02,Summit Auto Group,Summit Jeep Ram Clearwater,Organic Social,1615,1268,962,22
2024-02,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,1292,966,800,33
2024-02,Summit Auto Group,Summit Jeep Ram Clearwater,Referral,969,768,455,21
2024-02,Summit Auto Group,Summit Jeep Ram Clearwater,Email,807,590,419,13
2024-02,Summit Auto Group,Summit Kia Brookfield,Organic Search,4004,3152,1905,92
2024-02,Summit Auto Group,Summit Kia Brookfield,Paid Search,2473,2082,1203,57
2024-02,Summit Auto Group,Summit Kia Brookfield,Direct,1884,1592,1132,19
2024-02,Summit Auto Group,Summit Kia Brookfield,Organic Social,1177,881,685,28
2024-02,Summit Auto Group,Summit Kia Brookfield,Paid Social,942,683,503,14
2024-02,Summit Auto Group,Summit Kia Brookfield,Referral,706,582,426,7
2024-02,Summit Auto Group,Summit Kia Brookfield,Email,588,485,325,10
2024-02,Summit Auto Group,Summit Mazda Lakeside,Organic Search,3291,2512,1901,63
2024-02,Summit Auto Group,Summit Mazda Lakeside,Paid Search,2033,1556,989,36
2024-02,Summit Auto Group,Summit Mazda Lakeside,Direct,1548,1132,809,33
2024-02,Summit Auto Group,Summit Mazda Lakeside,Organic Social,968,824,488,12
2024-02,Summit Auto Group,Summit Mazda Lakeside,Paid Social,774,643,457,8
2024-02,Summit Auto Group,Summit Mazda Lakeside,Referral,580,474,348,10
2024-02,Summit Auto Group,Summit Mazda Lakeside,Email,484,414,297,9
2024-02,Summit Auto Group,Summit Nissan Ridgemont,Organic Search,4307,3295,2468,118
2024-02,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,2660,1954,1434,67
2024-02,Summit Auto Group,Summit Nissan Ridgemont,Direct,2026,1699,948,44
2024-02,Summit Auto Group,Summit Nissan Ridgemont,Organic Social,1266,913,592,22
2024-02,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,1013,816,489,11
2024-02,Summit Auto Group,Summit Nissan Ridgemont,Referral,760,638,423,8
2024-02,Summit Auto Group,Summit Nissan Ridgemont,Email,633,463,349,8
2024-02,Summit Auto Group,Summit Subaru Northgate,Organic Search,3307,2724,1618,91
2024-02,Summit Auto Group,Summit Subaru Northgate,Paid Search,2043,1752,1229,25
2024-02,Summit Auto Group,Summit Subaru Northgate,Direct,1556,1262,726,19
2024-02,Summit Auto Group,Summit Subaru Northgate,Organic Social,972,760,499,27
2024-02,Summit Auto Group,Summit Subaru Northgate,Paid Social,778,667,469,15
2024-02,Summit Auto Group,Summit Subaru Northgate,Referral,583,480,297,15
2024-02,Summit Auto Group,Summit Subaru Northgate,Email,486,356,300,13
2024-02,Summit Auto Group,Summit Toyota of Fairview,Organic Search,6859,5158,3673,96
2024-02,Summit Auto Group,Summit Toyota of Fairview,Paid Search,4236,3242,2294,111
2024-02,Summit Auto Group,Summit Toyota of Fairview,Direct,3228,2342,1752,42
2024-02,Summit Auto Group,Summit Toyota of Fairview,Organic Social,2017,1615,1235,49
2024-02,Summit Auto Group,Summit Toyota of Fairview,Paid Social,1614,1220,750,30
2024-02,Summit Auto Group,Summit Toyota of Fairview,Referral,1210,1004,550,26
2024-02,Summit Auto Group,Summit Toyota of Fairview,Email,1008,763,547,19
2024-02,Summit Auto Group,Summit Volkswagen Eastdale,Organic Search,3328,2734,1963,52
2024-02,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,2055,1707,1237,34
2024-02,Summit Auto Group,Summit Volkswagen Eastdale,Direct,1566,1325,916,23
2024-02,Summit Auto Group,Summit Volkswagen Eastdale,Organic Social,978,719,480,26
2024-02,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,783,604,453,19
2024-02,Summit Auto Group,Summit Volkswagen Eastdale,Referral,587,482,273,13
2024-02,Summit Auto Group,Summit Volkswagen Eastdale,Email,489,418,275,12
2024-03,Harbor Motor Group,Harbor BMW,Organic Search,6307,4786,3866,105
2024-03,Harbor Motor Group,Harbor BMW,Paid Search,3895,3015,1817,99
2024-03,Harbor Motor Group,Harbor BMW,Direct,2968,2189,1548,44
2024-03,Harbor Motor Group,Harbor BMW,Organic Social,1855,1356,1002,30
2024-03,Harbor Motor Group,Harbor BMW,Paid Social,1484,1119,905,24
2024-03,Harbor Motor Group,Harbor BMW,Referral,1113,885,666,15
2024-03,Harbor Motor Group,Harbor BMW,Email,927,793,433,24
2024-03,Harbor Motor Group,Harbor Chevrolet Marina,Organic Search,5946,4513,2723,164
2024-03,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,3673,3043,2165,51
2024-03,Harbor Motor Group,Harbor Chevrolet Marina,Direct,2798,2332,1480,63
2024-03,Harbor Motor Group,Harbor Chevrolet Marina,Organic Social,1749,1463,1050,32
2024-03,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,1399,1129,856,18
2024-03,Harbor Motor Group,Harbor Chevrolet Marina,Referral,1049,803,543,15
2024-03,Harbor Motor Group,Harbor Chevrolet Marina,Email,874,713,436,18
2024-03,Harbor Motor Group,Harbor Ford Portside,Organic Search,7008,5641,4246,192
2024-03,Harbor Motor Group,Harbor Ford Portside,Paid Search,4328,3650,2630,91
2024-03,Harbor Motor Group,Harbor Ford Portside,Direct,3298,2474,1560,41
2024-03,Harbor Motor Group,Harbor Ford Portside,Organic Social,2061,1739,1028,37
2024-03,Harbor Motor Group,Harbor Ford Portside,Paid Social,1649,1239,750,32
2024-03,Harbor Motor Group,Harbor Ford Portside,Referral,1236,931,594,26
2024-03,Harbor Motor Group,Harbor Ford Portside,Email,1030,843,512,16
2024-03,Harbor Motor Group,Harbor Honda Seaside,Organic Search,6003,4687,2950,73
2024-03,Harbor Motor Group,Harbor Honda Seaside,Paid Search,3707,2818,1685,64
2024-03,Harbor Motor Group,Harbor Honda Seaside,Direct,2825,2159,1669,30
2024-03,Harbor Motor Group,Harbor Honda Seaside,Organic Social,1765,1466,1026,25
2024-03,Harbor Motor Group,Harbor Honda Seaside,Paid Social,1412,1043,783,36
2024-03,Harbor Motor Group,Harbor Honda Seaside,Referral,1059,773,620,21
2024-03,Harbor Motor Group,Harbor Honda Seaside,Email,882,648,505,8
2024-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Organic Search,4356,3362,2053,44
2024-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,2690,2020,1281,30
2024-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Direct,2050,1667,1230,46
2024-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Organic Social,1281,1050,774,33
2024-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,1025,829,614,11
2024-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Referral,768,630,423,8
2024-03,Harbor Motor Group,Harbor Jeep Ram Anchor,Email,640,517,299,8
2024-03,Harbor Motor Group,Harbor Kia Lighthouse,Organic Search,4233,3182,2279,84
2024-03,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,2614,1945,1451,29
2024-03,Harbor Motor Group,Harbor Kia Lighthouse,Direct,1992,1441,1217,29
2024-03,Harbor Motor Group,Harbor Kia Lighthouse,Organic Social,1245,1015,706,19
2024-03,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,996,822,556,22
2024-03,Harbor Motor Group,Harbor Kia Lighthouse,Referral,747,611,348,16
2024-03,Harbor Motor Group,Harbor Kia Lighthouse,Email,622,479,306,15
2024-03,Harbor Motor Group,Harbor Subaru Tidewater,Organic Search,3318,2703,1672,79
2024-03,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,2049,1689,1200,51
2024-03,Harbor Motor Group,Harbor Subaru Tidewater,Direct,1561,1143,752,36
2024-03,Harbor Motor Group,Harbor Subaru Tidewater,Organic Social,975,761,444,15
2024-03,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,780,612,360,15
2024-03,Harbor Motor Group,Harbor Subaru Tidewater,Referral,585,480,284,9
2024-03,Harbor Motor Group,Harbor Subaru Tidewater,Email,487,368,260,11
2024-03,Harbor Motor Group,Harbor Toyota Bayview,Organic Search,6624,5615,3163,167
2024-03,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,4091,2987,2057,107
2024-03,Harbor Motor Group,Harbor Toyota Bayview,Direct,3117,2451,1511,64
2024-03,Harbor Motor Group,Harbor Toyota Bayview,Organic Social,1948,1603,966,27
2024-03,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,1558,1236,965,35
2024-03,Harbor Motor Group,Harbor Toyota Bayview,Referral,1169,847,595,12
2024-03,Harbor Motor Group,Harbor Toyota Bayview,Email,974,836,575,21
2024-03,Summit Auto Group,Summit BMW,Organic Search,6498,5485,3188,161
2024-03,Summit Auto Group,Summit BMW,Paid Search,4013,3209,1837,55
2024-03,Summit Auto Group,Summit BMW,Direct,3058,2435,1741,34
2024-03,Summit Auto Group,Summit BMW,Organic Social,1911,1534,990,51
2024-03,Summit Auto Group,Summit BMW,Paid Social,1529,1295,802,41
2024-03,Summit Auto Group,Summit BMW,Referral,1146,900,563,31
2024-03,Summit Auto Group,Summit BMW,Email,955,718,525,23
2024-03,Summit Auto Group,Summit Chevrolet Glenpark,Organic Search,5433,4585,2829,107
2024-03,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,3355,2558,1926,47
2024-03,Summit Auto Group,Summit Chevrolet Glenpark,Direct,2556,1930,1524,45
2024-03,Summit Auto Group,Summit Chevrolet Glenpark,Organic Social,1598,1347,877,21
2024-03,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,1278,1072,655,28
2024-03,Summit Auto Group,Summit Chevrolet Glenpark,Referral,958,781,488,15
2024-03,Summit Auto Group,Summit Chevrolet Glenpark,Email,799,620,401,19
2024-03,Summit Auto Group,Summit Ford Rivera,Organic Search,7567,6332,3631,138
2024-03,Summit Auto Group,Summit Ford Rivera,Paid Search,4674,3495,2723,121
2024-03,Summit Auto Group,Summit Ford Rivera,Direct,3561,2607,2040,69
2024-03,Summit Auto Group,Summit Ford Rivera,Organic Social,2225,1837,1349,51
2024-03,Summit Auto Group,Summit Ford Rivera,Paid Social,1780,1486,955,47
2024-03,Summit Auto Group,Summit Ford Rivera,Referral,1335,1041,611,15
2024-03,Summit Auto Group,Summit Ford Rivera,Email,1112,855,661,23
2024-03,Summit Auto Group,Summit Honda Westland,Organic Search,6107,4721,3318,101
2024-03,Summit Auto Group,Summit Honda Westland,Paid Search,3772,3015,2195,48
2024-03,Summit Auto Group,Summit Honda Westland,Direct,2874,2250,1474,64
2024-03,Summit Auto Group,Summit Honda Westland,Organic Social,1796,1300,1084,18
2024-03,Summit Auto Group,Summit Honda Westland,Paid Social,1437,1118,740,29
2024-03,Summit Auto Group,Summit Honda Westland,Referral,1077,886,664,20
2024-03,Summit Auto Group,Summit Honda Westland,Email,898,700,482,9
2024-03,Summit Auto Group,Summit Hyundai Oakhurst,Organic Search,4252,3457,2079,49
2024-03,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,2626,1894,1231,33
2024-03,Summit Auto Group,Summit Hyundai Oakhurst,Direct,2001,1594,1044,23
2024-03,Summit Auto Group,Summit Hyundai Oakhurst,Organic Social,1250,998,575,14
2024-03,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,1000,797,531,26
2024-03,Summit Auto Group,Summit Hyundai Oakhurst,Referral,750,596,375,20
2024-03,Summit Auto Group,Summit Hyundai Oakhurst,Email,625,454,288,7
2024-03,Summit Auto Group,Summit Jeep Ram Clearwater,Organic Search,5993,4969,2803,129
2024-03,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,3701,3052,1904,78
2024-03,Summit Auto Group,Summit Jeep Ram Clearwater,Direct,2820,2132,1491,45
2024-03,Summit Auto Group,Summit Jeep Ram Clearwater,Organic Social,1762,1404,800,31
2024-03,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,1410,1210,689,33
2024-03,Summit Auto Group,Summit Jeep Ram Clearwater,Referral,1057,897,580,26
2024-03,Summit Auto Group,Summit Jeep Ram Clearwater,Email,881,692,404,20
2024-03,Summit Auto Group,Summit Kia Brookfield,Organic Search,4636,3738,2256,123
2024-03,Summit Auto Group,Summit Kia Brookfield,Paid Search,2863,2348,1594,60
2024-03,Summit Auto Group,Summit Kia Brookfield,Direct,2181,1644,1062,55
2024-03,Summit Auto Group,Summit Kia Brookfield,Organic Social,1363,990,683,15
2024-03,Summit Auto Group,Summit Kia Brookfield,Paid Social,1090,914,543,25
2024-03,Summit Auto Group,Summit Kia Brookfield,Referral,818,640,456,9
2024-03,Summit Auto Group,Summit Kia Brookfield,Email,681,562,387,18
2024-03,Summit Auto Group,Summit Mazda Lakeside,Organic Search,3143,2460,1615,82
2024-03,Summit Auto Group,Summit Mazda Lakeside,Paid Search,1941,1578,1056,23
2024-03,Summit Auto Group,Summit Mazda Lakeside,Direct,1479,1093,759,20
2024-03,Summit Auto Group,Summit Mazda Lakeside,Organic Social,924,737,486,10
2024-03,Summit Auto Group,Summit Mazda Lakeside,Paid Social,739,546,423,14
2024-03,Summit Auto Group,Summit Mazda Lakeside,Referral,554,462,341,15
2024-03,Summit Auto Group,Summit Mazda Lakeside,Email,462,336,251,4
2024-03,Summit Auto Group,Summit Nissan Ridgemont,Organic Search,5308,3843,2522,110
2024-03,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,3278,2391,1677,86
2024-03,Summit Auto Group,Summit Nissan Ridgemont,Direct,2498,1983,1267,64
2024-03,Summit Auto Group,Summit Nissan Ridgemont,Organic Social,1561,1235,714,38
2024-03,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,1249,923,563,24
2024-03,Summit Auto Group,Summit Nissan Ridgemont,Referral,936,796,512,18
2024-03,Summit Auto Group,Summit Nissan Ridgemont,Email,780,578,406,13
2024-03,Summit Auto Group,Summit Subaru Northgate,Organic Search,3426,2728,2115,55
2024-03,Summit Auto Group,Summit Subaru Northgate,Paid Search,2116,1552,1024,56
2024-03,Summit Auto Group,Summit Subaru Northgate,Direct,1612,1269,971,27
2024-03,Summit Auto Group,Summit Subaru Northgate,Organic Social,1007,784,469,21
2024-03,Summit Auto Group,Summit Subaru Northgate,Paid Social,806,634,394,20
2024-03,Summit Auto Group,Summit Subaru Northgate,Referral,604,491,345,11
2024-03,Summit Auto Group,Summit Subaru Northgate,Email,503,427,269,12
2024-03,Summit Auto Group,Summit Toyota of Fairview,Organic Search,6742,5237,3794,114
2024-03,Summit Auto Group,Summit Toyota of Fairview,Paid Search,4164,3550,2393,110
2024-03,Summit Auto Group,Summit Toyota of Fairview,Direct,3172,2720,1744,88
2024-03,Summit Auto Group,Summit Toyota of Fairview,Organic Social,1983,1529,1168,29
2024-03,Summit Auto Group,Summit Toyota of Fairview,Paid Social,1586,1143,815,21
2024-03,Summit Auto Group,Summit Toyota of Fairview,Referral,1189,883,646,27
2024-03,Summit Auto Group,Summit Toyota of Fairview,Email,991,739,479,11
2024-03,Summit Auto Group,Summit Volkswagen Eastdale,Organic Search,2592,1973,1575,57
2024-03,Summit Auto Group,Summit Volkswagen Eastdale,Paid Search,1601,1290,819,21
2024-03,Summit Auto Group,Summit Volkswagen Eastdale,Direct,1220,922,652,19
2024-03,Summit Auto Group,Summit Volkswagen Eastdale,Organic Social,762,619,406,18
2024-03,Summit Auto Group,Summit Volkswagen Eastdale,Paid Social,610,516,361,14
2024-03,Summit Auto Group,Summit Volkswagen Eastdale,Referral,457,332,275,6
2024-03,Summit Auto Group,Summit Volkswagen Eastdale,Email,381,278,200,4
2024-04,Harbor Motor Group,Harbor BMW,Organic Search,5170,4292,2409,60
2024-04,Harbor Motor Group,Harbor BMW,Paid Search,3193,2538,1786,48
2024-04,Harbor Motor Group,Harbor BMW,Direct,2432,2088,1419,35
2024-04,Harbor Motor Group,Harbor BMW,Organic Social,1520,1144,852,32
2024-04,Harbor Motor Group,Harbor BMW,Paid Social,1216,948,738,33
2024-04,Harbor Motor Group,Harbor BMW,Referral,912,667,542,12
2024-04,Harbor Motor Group,Harbor BMW,Email,760,588,442,19
2024-04,Harbor Motor Group,Harbor Chevrolet Marina,Organic Search,5227,4466,2827,82
2024-04,Harbor Motor Group,Harbor Chevrolet Marina,Paid Search,3228,2460,1960,77
2024-04,Harbor Motor Group,Harbor Chevrolet Marina,Direct,2460,2077,1149,28
2024-04,Harbor Motor Group,Harbor Chevrolet Marina,Organic Social,1537,1218,882,18
2024-04,Harbor Motor Group,Harbor Chevrolet Marina,Paid Social,1230,999,726,23
2024-04,Harbor Motor Group,Harbor Chevrolet Marina,Referral,922,750,491,11
2024-04,Harbor Motor Group,Harbor Chevrolet Marina,Email,768,642,347,18
2024-04,Harbor Motor Group,Harbor Ford Portside,Organic Search,6004,4687,3692,94
2024-04,Harbor Motor Group,Harbor Ford Portside,Paid Search,3708,3104,1898,76
2024-04,Harbor Motor Group,Harbor Ford Portside,Direct,2825,2244,1539,50
2024-04,Harbor Motor Group,Harbor Ford Portside,Organic Social,1765,1370,1069,38
2024-04,Harbor Motor Group,Harbor Ford Portside,Paid Social,1412,1099,770,27
2024-04,Harbor Motor Group,Harbor Ford Portside,Referral,1059,855,490,12
2024-04,Harbor Motor Group,Harbor Ford Portside,Email,882,702,434,21
2024-04,Harbor Motor Group,Harbor Honda Seaside,Organic Search,5403,4065,2675,131
2024-04,Harbor Motor Group,Harbor Honda Seaside,Paid Search,3337,2589,1709,63
2024-04,Harbor Motor Group,Harbor Honda Seaside,Direct,2543,2104,1288,26
2024-04,Harbor Motor Group,Harbor Honda Seaside,Organic Social,1589,1232,897,21
2024-04,Harbor Motor Group,Harbor Honda Seaside,Paid Social,1271,1092,770,28
2024-04,Harbor Motor Group,Harbor Honda Seaside,Referral,953,810,560,15
2024-04,Harbor Motor Group,Harbor Honda Seaside,Email,794,653,489,18
2024-04,Harbor Motor Group,Harbor Jeep Ram Anchor,Organic Search,5569,4681,3119,75
2024-04,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Search,3439,2715,1758,58
2024-04,Harbor Motor Group,Harbor Jeep Ram Anchor,Direct,2620,1945,1283,61
2024-04,Harbor Motor Group,Harbor Jeep Ram Anchor,Organic Social,1638,1356,885,24
2024-04,Harbor Motor Group,Harbor Jeep Ram Anchor,Paid Social,1310,1116,696,17
2024-04,Harbor Motor Group,Harbor Jeep Ram Anchor,Referral,982,797,496,18
2024-04,Harbor Motor Group,Harbor Jeep Ram Anchor,Email,819,696,475,15
2024-04,Harbor Motor Group,Harbor Kia Lighthouse,Organic Search,4043,3032,2242,48
2024-04,Harbor Motor Group,Harbor Kia Lighthouse,Paid Search,2497,1939,1256,60
2024-04,Harbor Motor Group,Harbor Kia Lighthouse,Direct,1902,1534,930,31
2024-04,Harbor Motor Group,Harbor Kia Lighthouse,Organic Social,1189,982,623,17
2024-04,Harbor Motor Group,Harbor Kia Lighthouse,Paid Social,951,797,580,10
2024-04,Harbor Motor Group,Harbor Kia Lighthouse,Referral,713,522,332,16
2024-04,Harbor Motor Group,Harbor Kia Lighthouse,Email,594,505,333,10
2024-04,Harbor Motor Group,Harbor Subaru Tidewater,Organic Search,3192,2473,1527,33
2024-04,Harbor Motor Group,Harbor Subaru Tidewater,Paid Search,1971,1432,898,50
2024-04,Harbor Motor Group,Harbor Subaru Tidewater,Direct,1502,1173,854,39
2024-04,Harbor Motor Group,Harbor Subaru Tidewater,Organic Social,939,713,480,9
2024-04,Harbor Motor Group,Harbor Subaru Tidewater,Paid Social,751,593,380,12
2024-04,Harbor Motor Group,Harbor Subaru Tidewater,Referral,563,441,298,5
2024-04,Harbor Motor Group,Harbor Subaru Tidewater,Email,469,367,255,13
2024-04,Harbor Motor Group,Harbor Toyota Bayview,Organic Search,6408,5501,3040,166
2024-04,Harbor Motor Group,Harbor Toyota Bayview,Paid Search,3958,2911,1963,73
2024-04,Harbor Motor Group,Harbor Toyota Bayview,Direct,3015,2541,1815,67
2024-04,Harbor Motor Group,Harbor Toyota Bayview,Organic Social,1884,1529,1132,42
2024-04,Harbor Motor Group,Harbor Toyota Bayview,Paid Social,1507,1244,703,31
2024-04,Harbor Motor Group,Harbor Toyota Bayview,Referral,1130,893,687,14
2024-04,Harbor Motor Group,Harbor Toyota Bayview,Email,942,776,463,10
2024-04,Summit Auto Group,Summit BMW,Organic Search,6900,5420,3310,178
2024-04,Summit Auto Group,Summit BMW,Paid Search,4261,3249,1968,106
2024-04,Summit Auto Group,Summit BMW,Direct,3247,2454,1874,66
2024-04,Summit Auto Group,Summit BMW,Organic Social,2029,1680,948,20
2024-04,Summit Auto Group,Summit BMW,Paid Social,1623,1382,977,39
2024-04,Summit Auto Group,Summit BMW,Referral,1217,974,626,29
2024-04,Summit Auto Group,Summit BMW,Email,1014,752,504,25
2024-04,Summit Auto Group,Summit Chevrolet Glenpark,Organic Search,6226,5207,3172,65
2024-04,Summit Auto Group,Summit Chevrolet Glenpark,Paid Search,3845,2857,2338,93
2024-04,Summit Auto Group,Summit Chevrolet Glenpark,Direct,2930,2247,1464,81
2024-04,Summit Auto Group,Summit Chevrolet Glenpark,Organic Social,1831,1492,935,36
2024-04,Summit Auto Group,Summit Chevrolet Glenpark,Paid Social,1465,1138,777,27
2024-04,Summit Auto Group,Summit Chevrolet Glenpark,Referral,1098,936,607,30
2024-04,Summit Auto Group,Summit Chevrolet Glenpark,Email,915,762,462,21
2024-04,Summit Auto Group,Summit Ford Rivera,Organic Search,6731,5411,3879,80
2024-04,Summit Auto Group,Summit Ford Rivera,Paid Search,4157,3226,2026,50
2024-04,Summit Auto Group,Summit Ford Rivera,Direct,3167,2625,1564,51
2024-04,Summit Auto Group,Summit Ford Rivera,Organic Social,1979,1573,1059,35
2024-04,Summit Auto Group,Summit Ford Rivera,Paid Social,1583,1329,837,30
2024-04,Summit Auto Group,Summit Ford Rivera,Referral,1187,967,556,14
2024-04,Summit Auto Group,Summit Ford Rivera,Email,989,789,531,11
2024-04,Summit Auto Group,Summit Honda Westland,Organic Search,6300,4569,3235,138
2024-04,Summit Auto Group,Summit Honda Westland,Paid Search,3891,3314,1806,90
2024-04,Summit Auto Group,Summit Honda Westland,Direct,2965,2348,1699,31
2024-04,Summit Auto Group,Summit Honda Westland,Organic Social,1853,1458,1056,19
2024-04,Summit Auto Group,Summit Honda Westland,Paid Social,1482,1189,781,41
2024-04,Summit Auto Group,Summit Honda Westland,Referral,1111,910,682,16
2024-04,Summit Auto Group,Summit Honda Westland,Email,926,772,431,10
2024-04,Summit Auto Group,Summit Hyundai Oakhurst,Organic Search,3689,3113,2173,99
2024-04,Summit Auto Group,Summit Hyundai Oakhurst,Paid Search,2278,1807,1258,47
2024-04,Summit Auto Group,Summit Hyundai Oakhurst,Direct,1736,1415,879,28
2024-04,Summit Auto Group,Summit Hyundai Oakhurst,Organic Social,1085,864,660,20
2024-04,Summit Auto Group,Summit Hyundai Oakhurst,Paid Social,868,649,409,14
2024-04,Summit Auto Group,Summit Hyundai Oakhurst,Referral,651,484,350,8
2024-04,Summit Auto Group,Summit Hyundai Oakhurst,Email,542,417,281,6
2024-04,Summit Auto Group,Summit Jeep Ram Clearwater,Organic Search,5467,4649,3012,121
2024-04,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Search,3376,2761,1913,83
2024-04,Summit Auto Group,Summit Jeep Ram Clearwater,Direct,2572,2171,1445,43
2024-04,Summit Auto Group,Summit Jeep Ram Clearwater,Organic Social,1608,1309,981,20
2024-04,Summit Auto Group,Summit Jeep Ram Clearwater,Paid Social,1286,1052,600,28
2024-04,Summit Auto Group,Summit Jeep Ram Clearwater,Referral,964,751,541,11
2024-04,Summit Auto Group,Summit Jeep Ram Clearwater,Email,804,597,390,12
2024-04,Summit Auto Group,Summit Kia Brookfield,Organic Search,4017,3240,2244,58
2024-04,Summit Auto Group,Summit Kia Brookfield,Paid Search,2481,1941,1387,44
2024-04,Summit Auto Group,Summit Kia Brookfield,Direct,1890,1467,953,25
2024-04,Summit Auto Group,Summit Kia Brookfield,Organic Social,1181,951,618,29
2024-04,Summit Auto Group,Summit Kia Brookfield,Paid Social,945,751,507,20
2024-04,Summit Auto Group,Summit Kia Brookfield,Referral,709,591,353,10
2024-04,Summit Auto Group,Summit Kia Brookfield,Email,590,499,360,8
2024-04,Summit Auto Group,Summit Mazda Lakeside,Organic Search,3539,2663,1669,58
2024-04,Summit Auto Group,Summit Mazda Lakeside,Paid Search,2186,1635,1259,56
2024-04,Summit Auto Group,Summit Mazda Lakeside,Direct,1665,1288,789,19
2024-04,Summit Auto Group,Summit Mazda Lakeside,Organic Social,1041,818,493,22
2024-04,Summit Auto Group,Summit Mazda Lakeside,Paid Social,832,689,503,9
2024-04,Summit Auto Group,Summit Mazda Lakeside,Referral,624,451,346,10
2024-04,Summit Auto Group,Summit Mazda Lakeside,Email,520,427,252,6
2024-04,Summit Auto Group,Summit Nissan Ridgemont,Organic Search,4265,3665,2386,116
2024-04,Summit Auto Group,Summit Nissan Ridgemont,Paid Search,2634,2027,1265,44
2024-04,Summit Auto Group,Summit Nissan Ridgemont,Direct,2007,1614,1214,31
2024-04,Summit Auto Group,Summit Nissan Ridgemont,Organic Social,1254,1042,600,19
2024-04,Summit Auto Group,Summit Nissan Ridgemont,Paid Social,1003,813,574,11
2024-04,Summit Auto Group,Summit Nissan Ridgemont,Referral,752,622,413,11
2024-04,Summit Auto Group,Summit Nissan Ridgemont,Email,627,486,330,16
2024-04,Summit Auto Group,Summit Subaru Northgate,Organic Search,3583,2966,1877,82
2024-04,Summit Auto Group,Summit Subaru Northgate,Paid Search,2213,1836,1326,57
2024-04,Summit Auto Group,Summit Subaru Northgate,Direct,1686,1395,1038,41
2024-04,Summit Auto Group,Summit Subaru Northgate,Organic Social,1053,808,477,16
2024-04,Summit Auto Group,Summit Subaru Northgate,Paid Social,843,672,512,8
2024-04,Summit Auto Group,Summit Subaru Northgate,Referral,632,467,378,13
2024-04,Summit Auto Group,Summit Subaru Northgate,Email,526,411,312,10
2024-04,Summit Auto Group,Summit Toyota of Fairview,Organic Search,7658,5653,4048,78
2024-04,Summit Auto Group,Summit Toyota of Fairview,Paid Search,4730,3991,2654,77
2024-04,Summit Auto Group,Summit Toyota of Fairview,Direct,3603,2896,2225,94
2024-04,Summit Auto Group,Summit Toyota of Fairview,Organic Social,2252,1747,1122,56
2024-04,Summit Auto Group,Summit Toyota of Fairview,Paid Social,1801,1317,866,39
