period,group,store,opcode_family,ro_count,labor_revenue,parts_revenue,customer_pay,avg_hours
2024-03,Summit Auto Group,Summit Nissan Ridgemont,Warranty,35,5381,5106,0,3.4
2024-03,Summit Auto Group,Summit Subaru Northgate,Maintenance,120,18117,22619,1,2.4
2024-03,Summit Auto Group,Summit Subaru Northgate,Repair,70,13997,14671,1,1.1
2024-03,Summit Auto Group,Summit Subaru Northgate,Tires,23,5808,3023,1,2.5
2024-03,Summit Auto Group,Summit Subaru Northgate,Recall,15,2176,2076,0,1.2
2024-03,Summit Auto Group,Summit Subaru Northgate,Warranty,31,6748,4657,0,1.4
2024-03,Summit Auto Group,Summit Toyota of Fairview,Maintenance,248,55210,50585,1,3.3
2024-03,Summit Auto Group,Summit Toyota of Fairview,Repair,145,23227,15219,1,1.8
2024-03,Summit Auto Group,Summit Toyota of Fairview,Tires,48,10846,5656,1,3.2
2024-03,Summit Auto Group,Summit Toyota of Fairview,Recall,32,6161,4653,0,1.6
2024-03,Summit Auto Group,Summit Toyota of Fairview,Warranty,64,9251,11698,0,2.8
2024-03,Summit Auto Group,Summit Volkswagen Eastdale,Maintenance,81,19918,11372,1,1.9
2024-03,Summit Auto Group,Summit Volkswagen Eastdale,Repair,47,8290,7196,1,1.5
2024-03,Summit Auto Group,Summit Volkswagen Eastdale,Tires,15,2394,1440,1,2.1
2024-03,Summit Auto Group,Summit Volkswagen Eastdale,Recall,10,2466,1748,0,1.6
2024-03,Summit Auto Group,Summit Volkswagen Eastdale,Warranty,21,5091,3961,0,2.3
2024-04,Harbor Motor Group,Harbor BMW,Maintenance,212,42794,41839,1,3.1
2024-04,Harbor Motor Group,Harbor BMW,Repair,124,17889,15569,1,2.2
2024-04,Harbor Motor Group,Harbor BMW,Tires,41,8114,3971,1,1.9
2024-04,Harbor Motor Group,Harbor BMW,Recall,27,4327,2810,0,1.7
2024-04,Harbor Motor Group,Harbor BMW,Warranty,55,8109,10521,0,0.8
2024-04,Harbor Motor Group,Harbor Chevrolet Marina,Maintenance,166,38375,30184,1,2.0
2024-04,Harbor Motor Group,Harbor Chevrolet Marina,Repair,98,17156,14504,1,2.9
2024-04,Harbor Motor Group,Harbor Chevrolet Marina,Tires,32,5283,4961,1,2.8
2024-04,Harbor Motor Group,Harbor Chevrolet Marina,Recall,21,4118,3471,0,2.1
2024-04,Harbor Motor Group,Harbor Chevrolet Marina,Warranty,43,10921,6747,0,2.7
2024-04,Harbor Motor Group,Harbor Ford Portside,Maintenance,225,57057,42877,1,1.7
2024-04,Harbor Motor Group,Harbor Ford Portside,Repair,132,21769,27418,1,1.5
2024-04,Harbor Motor Group,Harbor Ford Portside,Tires,44,9300,5811,1,2.4
2024-04,Harbor Motor Group,Harbor Ford Portside,Recall,29,6373,5631,0,3.4
2024-04,Harbor Motor Group,Harbor Ford Portside,Warranty,58,14493,9402,0,2.4
2024-04,Harbor Motor Group,Harbor Honda Seaside,Maintenance,165,41139,21967,1,1.2
2024-04,Harbor Motor Group,Harbor Honda Seaside,Repair,96,21970,17780,1,1.2
2024-04,Harbor Motor Group,Harbor Honda Seaside,Tires,32,6128,4674,1,1.4
2024-04,Harbor Motor Group,Harbor Honda Seaside,Recall,21,4843,4146,0,1.8
2024-04,Harbor Motor Group,Harbor Honda Seaside,Warranty,43,10148,6613,0,2.6
2024-04,Harbor Motor Group,Harbor Jeep Ram Anchor,Maintenance,170,25066,18592,1,3.3
2024-04,Harbor Motor Group,Harbor Jeep Ram Anchor,Repair,100,14326,14131,1,1.3
2024-04,Harbor Motor Group,Harbor Jeep Ram Anchor,Tires,33,5809,5544,1,1.0
2024-04,Harbor Motor Group,Harbor Jeep Ram Anchor,Recall,22,4336,2091,0,1.4
2024-04,Harbor Motor Group,Harbor Jeep Ram Anchor,Warranty,44,10210,5811,0,2.8
2024-04,Harbor Motor Group,Harbor Kia Lighthouse,Maintenance,109,16247,14868,1,1.3
2024-04,Harbor Motor Group,Harbor Kia Lighthouse,Repair,64,9511,11795,1,2.5
2024-04,Harbor Motor Group,Harbor Kia Lighthouse,Tires,21,3892,3862,1,3.1
2024-04,Harbor Motor Group,Harbor Kia Lighthouse,Recall,14,2768,1983,0,3.4
2024-04,Harbor Motor Group,Harbor Kia Lighthouse,Warranty,28,5232,2873,0,2.6
2024-04,Harbor Motor Group,Harbor Subaru Tidewater,Maintenance,109,19059,18212,1,2.7
2024-04,Harbor Motor Group,Harbor Subaru Tidewater,Repair,64,15340,5880,1,2.2
2024-04,Harbor Motor Group,Harbor Subaru Tidewater,Tires,21,4390,2454,1,1.8
2024-04,Harbor Motor Group,Harbor Subaru Tidewater,Recall,14,3356,2285,0,2.6
2024-04,Harbor Motor Group,Harbor Subaru Tidewater,Warranty,28,4240,2694,0,2.1
2024-04,Harbor Motor Group,Harbor Toyota Bayview,Maintenance,240,46483,34147,1,1.8
2024-04,Harbor Motor Group,Harbor Toyota Bayview,Repair,140,24832,20109,1,3.0
2024-04,Harbor Motor Group,Harbor Toyota Bayview,Tires,46,7048,8492,1,1.4
2024-04,Harbor Motor Group,Harbor Toyota Bayview,Recall,31,6537,3800,0,1.2
2024-04,Harbor Motor Group,Harbor Toyota Bayview,Warranty,62,12938,12986,0,2.6
2024-04,Summit Auto Group,Summit BMW,Maintenance,216,46629,43798,1,3.3
2024-04,Summit Auto Group,Summit BMW,Repair,127,28887,13006,1,1.5
2024-04,Summit Auto Group,Summit BMW,Tires,42,9768,8803,1,1.8
2024-04,Summit Auto Group,Summit BMW,Recall,28,5991,5621,0,3.0
2024-04,Summit Auto Group,Summit BMW,Warranty,56,11520,5790,0,1.7
2024-04,Summit Auto Group,Summit Chevrolet Glenpark,Maintenance,209,38680,21400,1,3.4
2024-04,Summit Auto Group,Summit Chevrolet Glenpark,Repair,122,21500,21800,1,3.3
2024-04,Summit Auto Group,Summit Chevrolet Glenpark,Tires,40,6880,4146,1,2.4
2024-04,Summit Auto Group,Summit Chevrolet Glenpark,Recall,27,6362,3527,0,2.8
2024-04,Summit Auto Group,Summit Chevrolet Glenpark,Warranty,54,8032,9531,0,3.3
2024-04,Summit Auto Group,Summit Ford Rivera,Maintenance,207,30911,34827,1,2.6
2024-04,Summit Auto Group,Summit Ford Rivera,Repair,121,20584,23650,1,1.9
2024-04,Summit Auto Group,Summit Ford Rivera,Tires,40,5649,4455,1,2.2
2024-04,Summit Auto Group,Summit Ford Rivera,Recall,27,5199,3460,0,2.3
2024-04,Summit Auto Group,Summit Ford Rivera,Warranty,54,11608,6839,0,0.9
2024-04,Summit Auto Group,Summit Honda Westland,Maintenance,199,44533,29346,1,1.8
2024-04,Summit Auto Group,Summit Honda Westland,Repair,116,22625,19466,1,1.7
2024-04,Summit Auto Group,Summit Honda Westland,Tires,38,8114,5558,1,2.9
2024-04,Summit Auto Group,Summit Honda Westland,Recall,25,4667,2646,0,2.5
2024-04,Summit Auto Group,Summit Honda Westland,Warranty,51,7510,4890,0,1.9
2024-04,Summit Auto Group,Summit Hyundai Oakhurst,Maintenance,151,32546,14213,1,2.2
2024-04,Summit Auto Group,Summit Hyundai Oakhurst,Repair,89,18172,13419,1,3.3
2024-04,Summit Auto Group,Summit Hyundai Oakhurst,Tires,29,5563,4478,1,1.0
2024-04,Summit Auto Group,Summit Hyundai Oakhurst,Recall,19,3798,3610,0,3.0
2024-04,Summit Auto Group,Summit Hyundai Oakhurst,Warranty,39,8941,7302,0,0.9
2024-04,Summit Auto Group,Summit Jeep Ram Clearwater,Maintenance,163,32309,31744,1,0.9
2024-04,Summit Auto Group,Summit Jeep Ram Clearwater,Repair,96,18816,17681,1,1.6
2024-04,Summit Auto Group,Summit Jeep Ram Clearwater,Tires,32,6282,3667,1,1.4
2024-04,Summit Auto Group,Summit Jeep Ram Clearwater,Recall,21,3145,3392,0,3.2
2024-04,Summit Auto Group,Summit Jeep Ram Clearwater,Warranty,42,9756,6222,0,2.2
2024-04,Summit Auto Group,Summit Kia Brookfield,Maintenance,130,21222,19363,1,2.1
2024-04,Summit Auto Group,Summit Kia Brookfield,Repair,76,13062,14714,1,2.4
2024-04,Summit Auto Group,Summit Kia Brookfield,Tires,25,5706,4572,1,2.4
2024-04,Summit Auto Group,Summit Kia Brookfield,Recall,17,4417,2937,0,2.6
2024-04,Summit Auto Group,Summit Kia Brookfield,Warranty,34,5089,5602,0,2.6
2024-04,Summit Auto Group,Summit Mazda Lakeside,Maintenance,101,25172,19184,1,3.1
2024-04,Summit Auto Group,Summit Mazda Lakeside,Repair,59,9340,11609,1,2.6
2024-04,Summit Auto Group,Summit Mazda Lakeside,Tires,19,4759,3758,1,2.6
2024-04,Summit Auto Group,Summit Mazda Lakeside,Recall,13,2713,2150,0,1.5
2024-04,Summit Auto Group,Summit Mazda Lakeside,Warranty,26,4905,4569,0,2.1
2024-04,Summit Auto Group,Summit Nissan Ridgemont,Maintenance,131,21523,27293,1,2.5
2024-04,Summit Auto Group,Summit Nissan Ridgemont,Repair,77,15562,7714,1,1.5
2024-04,Summit Auto Group,Summit Nissan Ridgemont,Tires,25,4142,3511,1,0.8
2024-04,Summit Auto Group,Summit Nissan Ridgemont,Recall,17,3799,2565,0,2.1
2024-04,Summit Auto Group,Summit Nissan Ridgemont,Warranty,34,7354,3559,0,1.1
2024-04,Summit Auto Group,Summit Subaru Northgate,Maintenance,122,18680,21512,1,0.9
2024-04,Summit Auto Group,Summit Subaru Northgate,Repair,72,14671,10946,1,3.2
2024-04,Summit Auto Group,Summit Subaru Northgate,Tires,24,3684,4772,1,1.9
2024-04,Summit Auto Group,Summit Subaru Northgate,Recall,16,2414,1688,0,3.2
2024-04,Summit Auto Group,Summit Subaru Northgate,Warranty,32,5257,5764,0,1.8
2024-04,Summit Auto Group,Summit Toyota of Fairview,Maintenance,254,51430,29671,1,3.4
2024-04,Summit Auto Group,Summit Toyota of Fairview,Repair,149,37497,20529,1,2.5
2024-04,Summit Auto Group,Summit Toyota of Fairview,Tires,49,11473,6268,1,2.0
2024-04,Summit Auto Group,Summit Toyota of Fairview,Recall,33,4789,6109,0,1.2
2024-04,Summit Auto Group,Summit Toyota of Fairview,Warranty,66,14459,7427,0,1.4
2024-04,Summit Auto Group,Summit Volkswagen Eastdale,Maintenance,90,14528,16559,1,2.2
2024-04,Summit Auto Group,Summit Volkswagen Eastdale,Repair,52,13238,10497,1,2.6
2024-04,Summit Auto Group,Summit Volkswagen Eastdale,Tires,17,2538,3044,1,1.4
2024-04,Summit Auto Group,Summit Volkswagen Eastdale,Recall,11,1765,2123,0,1.1
2024-04,Summit Auto Group,Summit Volkswagen Eastdale,Warranty,23,5440,3357,0,3.4
2024-05,Harbor Motor Group,Harbor BMW,Maintenance,186,37778,39035,1,2.7
2024-05,Harbor Motor Group,Harbor BMW,Repair,109,20808,22030,1,1.2
2024-05,Harbor Motor Group,Harbor BMW,Tires,36,8002,3527,1,1.1
2024-05,Harbor Motor Group,Harbor BMW,Recall,24,3711,4625,0,2.9
2024-05,Harbor Motor Group,Harbor BMW,Warranty,48,8312,7648,0,1.9
2024-05,Harbor Motor Group,Harbor Chevrolet Marina,Maintenance,156,22171,20791,1,2.7
2024-05,Harbor Motor Group,Harbor Chevrolet Marina,Repair,92,23552,14667,1,1.2
2024-05,Harbor Motor Group,Harbor Chevrolet Marina,Tires,30,5308,3405,1,3.0
2024-05,Harbor Motor Group,Harbor Chevrolet Marina,Recall,20,4625,2599,0,3.2
2024-05,Harbor Motor Group,Harbor Chevrolet Marina,Warranty,40,10267,4217,0,1.1
2024-05,Harbor Motor Group,Harbor Ford Portside,Maintenance,227,36604,30872,1,1.1
2024-05,Harbor Motor Group,Harbor Ford Portside,Repair,133,29802,19038,1,0.8
2024-05,Harbor Motor Group,Harbor Ford Portside,Tires,44,9074,8844,1,1.3
2024-05,Harbor Motor Group,Harbor Ford Portside,Recall,29,4579,2867,0,2.5
2024-05,Harbor Motor Group,Harbor Ford Portside,Warranty,59,10180,7321,0,3.1
2024-05,Harbor Motor Group,Harbor Honda Seaside,Maintenance,203,43271,22145,1,2.7
2024-05,Harbor Motor Group,Harbor Honda Seaside,Repair,119,19257,14280,1,2.4
2024-05,Harbor Motor Group,Harbor Honda Seaside,Tires,39,8827,4189,1,2.1
2024-05,Harbor Motor Group,Harbor Honda Seaside,Recall,26,5161,3483,0,1.6
2024-05,Harbor Motor Group,Harbor Honda Seaside,Warranty,53,8326,5387,0,3.1
2024-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Maintenance,142,35958,24069,1,1.7
2024-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Repair,83,18711,11249,1,0.8
2024-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Tires,27,5403,4739,1,1.6
2024-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Recall,18,4210,3080,0,0.9
2024-05,Harbor Motor Group,Harbor Jeep Ram Anchor,Warranty,37,7391,5625,0,2.1
2024-05,Harbor Motor Group,Harbor Kia Lighthouse,Maintenance,127,19320,13765,1,0.9
2024-05,Harbor Motor Group,Harbor Kia Lighthouse,Repair,75,15776,15392,1,2.3
2024-05,Harbor Motor Group,Harbor Kia Lighthouse,Tires,25,4813,4913,1,2.1
2024-05,Harbor Motor Group,Harbor Kia Lighthouse,Recall,16,2502,1799,0,1.5
2024-05,Harbor Motor Group,Harbor Kia Lighthouse,Warranty,33,6720,6112,0,0.9
2024-05,Harbor Motor Group,Harbor Subaru Tidewater,Maintenance,116,16931,16678,1,3.1
2024-05,Harbor Motor Group,Harbor Subaru Tidewater,Repair,68,11468,10862,1,1.1
2024-05,Harbor Motor Group,Harbor Subaru Tidewater,Tires,22,3472,2271,1,2.2
2024-05,Harbor Motor Group,Harbor Subaru Tidewater,Recall,15,3418,1498,0,1.4
2024-05,Harbor Motor Group,Harbor Subaru Tidewater,Warranty,30,7367,2847,0,2.0
2024-05,Harbor Motor Group,Harbor Toyota Bayview,Maintenance,201,45314,20494,1,1.9
2024-05,Harbor Motor Group,Harbor Toyota Bayview,Repair,118,16952,15978,1,2.6
2024-05,Harbor Motor Group,Harbor Toyota Bayview,Tires,39,5730,6272,1,2.0
2024-05,Harbor Motor Group,Harbor Toyota Bayview,Recall,26,4581,5267,0,2.5
2024-05,Harbor Motor Group,Harbor Toyota Bayview,Warranty,52,8962,5996,0,2.3
2024-05,Summit Auto Group,Summit BMW,Maintenance,225,50223,32196,1,1.2
2024-05,Summit Auto Group,Summit BMW,Repair,132,25904,17591,1,2.0
2024-05,Summit Auto Group,Summit BMW,Tires,44,9207,5773,1,1.5
2024-05,Summit Auto Group,Summit BMW,Recall,29,5563,2903,0,1.5
2024-05,Summit Auto Group,Summit BMW,Warranty,58,10160,5459,0,2.1
2024-05,Summit Auto Group,Summit Chevrolet Glenpark,Maintenance,199,34448,21044,1,1.4
2024-05,Summit Auto Group,Summit Chevrolet Glenpark,Repair,117,23323,11806,1,0.9
2024-05,Summit Auto Group,Summit Chevrolet Glenpark,Tires,39,8841,5523,1,3.2
2024-05,Summit Auto Group,Summit Chevrolet Glenpark,Recall,26,6719,4165,0,1.4
2024-05,Summit Auto Group,Summit Chevrolet Glenpark,Warranty,52,12343,8870,0,3.3
2024-05,Summit Auto Group,Summit Ford Rivera,Maintenance,238,57256,28773,1,2.3
2024-05,Summit Auto Group,Summit Ford Rivera,Repair,140,21249,19755,1,2.2
2024-05,Summit Auto Group,Summit Ford Rivera,Tires,46,11480,9271,1,1.6
2024-05,Summit Auto Group,Summit Ford Rivera,Recall,31,4996,5015,0,1.3
2024-05,Summit Auto Group,Summit Ford Rivera,Warranty,62,12053,9547,0,3.1
2024-05,Summit Auto Group,Summit Honda Westland,Maintenance,227,55756,26910,1,1.5
2024-05,Summit Auto Group,Summit Honda Westland,Repair,133,28780,12071,1,2.8
2024-05,Summit Auto Group,Summit Honda Westland,Tires,44,8312,4327,1,1.8
2024-05,Summit Auto Group,Summit Honda Westland,Recall,29,6201,3901,0,2.1
2024-05,Summit Auto Group,Summit Honda Westland,Warranty,59,13095,5607,0,3.2
2024-05,Summit Auto Group,Summit Hyundai Oakhurst,Maintenance,149,33464,21566,1,1.1
2024-05,Summit Auto Group,Summit Hyundai Oakhurst,Repair,87,18775,11189,1,1.0
2024-05,Summit Auto Group,Summit Hyundai Oakhurst,Tires,29,6819,5662,1,2.5
2024-05,Summit Auto Group,Summit Hyundai Oakhurst,Recall,19,2674,3680,0,2.1
2024-05,Summit Auto Group,Summit Hyundai Oakhurst,Warranty,39,6047,6129,0,2.3
2024-05,Summit Auto Group,Summit Jeep Ram Clearwater,Maintenance,153,38167,18700,1,3.2
2024-05,Summit Auto Group,Summit Jeep Ram Clearwater,Repair,89,22201,8437,1,1.7
2024-05,Summit Auto Group,Summit Jeep Ram Clearwater,Tires,29,6774,3306,1,1.7
2024-05,Summit Auto Group,Summit Jeep Ram Clearwater,Recall,19,4527,2375,0,2.7
2024-05,Summit Auto Group,Summit Jeep Ram Clearwater,Warranty,39,8381,6881,0,2.5
2024-05,Summit Auto Group,Summit Kia Brookfield,Maintenance,137,30968,25836,1,3.0
2024-05,Summit Auto Group,Summit Kia Brookfield,Repair,80,12327,16555,1,2.8
2024-05,Summit Auto Group,Summit Kia Brookfield,Tires,26,3772,3427,1,2.9
2024-05,Summit Auto Group,Summit Kia Brookfield,Recall,17,2422,2757,0,1.5
2024-05,Summit Auto Group,Summit Kia Brookfield,Warranty,35,6124,4083,0,1.6
2024-05,Summit Auto Group,Summit Mazda Lakeside,Maintenance,108,26670,13609,1,2.7
2024-05,Summit Auto Group,Summit Mazda Lakeside,Repair,63,13459,12301,1,1.9
2024-05,Summit Auto Group,Summit Mazda Lakeside,Tires,21,3812,2657,1,1.6
2024-05,Summit Auto Group,Summit Mazda Lakeside,Recall,14,2723,1770,0,2.6
2024-05,Summit Auto Group,Summit Mazda Lakeside,Warranty,28,3994,4245,0,2.7
2024-05,Summit Auto Group,Summit Nissan Ridgemont,Maintenance,144,34248,28616,1,1.6
2024-05,Summit Auto Group,Summit Nissan Ridgemont,Repair,84,17185,10800,1,0.8
2024-05,Summit Auto Group,Summit Nissan Ridgemont,Tires,28,4534,3243,1,3.2
2024-05,Summit Auto Group,Summit Nissan Ridgemont,Recall,18,2750,3662,0,1.7
2024-05,Summit Auto Group,Summit Nissan Ridgemont,Warranty,37,6711,6034,0,1.7
2024-05,Summit Auto Group,Summit Subaru Northgate,Maintenance,112,17484,21183,1,2.7
2024-05,Summit Auto Group,Summit Subaru Northgate,Repair,65,9497,8285,1,2.0
2024-05,Summit Auto Group,Summit Subaru Northgate,Tires,21,4643,3290,1,1.6
2024-05,Summit Auto Group,Summit Subaru Northgate,Recall,14,3190,1437,0,3.0
2024-05,Summit Auto Group,Summit Subaru Northgate,Warranty,29,7538,6028,0,2.0
2024-05,Summit Auto Group,Summit Toyota of Fairview,Maintenance,244,55988,42257,1,1.3
2024-05,Summit Auto Group,Summit Toyota of Fairview,Repair,143,34291,15516,1,3.3
2024-05,Summit Auto Group,Summit Toyota of Fairview,Tires,47,11136,9592,1,2.6
2024-05,Summit Auto Group,Summit Toyota of Fairview,Recall,31,6126,5360,0,3.4
2024-05,Summit Auto Group,Summit Toyota of Fairview,Warranty,63,9696,8125,0,1.5
2024-05,Summit Auto Group,Summit Volkswagen Eastdale,Maintenance,107,15923,13702,1,2.9
2024-05,Summit Auto Group,Summit Volkswagen Eastdale,Repair,62,10811,11927,1,2.9
2024-05,Summit Auto Group,Summit Volkswagen Eastdale,Tires,20,3351,2834,1,2.0
2024-05,Summit Auto Group,Summit Volkswagen Eastdale,Recall,13,2898,2151,0,3.2
2024-05,Summit Auto Group,Summit Volkswagen Eastdale,Warranty,27,6453,3572,0,1.6
2024-06,Harbor Motor Group,Harbor BMW,Maintenance,173,44919,33808,1,2.2
2024-06,Harbor Motor Group,Harbor BMW,Repair,102,25051,9864,1,2.3
2024-06,Harbor Motor Group,Harbor BMW,Tires,34,8720,5590,1,3.1
2024-06,Harbor Motor Group,Harbor BMW,Recall,22,4419,3523,0,2.9
2024-06,Harbor Motor Group,Harbor BMW,Warranty,45,6955,9426,0,0.8
2024-06,Harbor Motor Group,Harbor Chevrolet Marina,Maintenance,179,38083,30819,1,3.1
2024-06,Harbor Motor Group,Harbor Chevrolet Marina,Repair,105,23326,12488,1,1.9
2024-06,Harbor Motor Group,Harbor Chevrolet Marina,Tires,35,7676,3238,1,2.6
2024-06,Harbor Motor Group,Harbor Chevrolet Marina,Recall,23,5835,2458,0,2.7
2024-06,Harbor Motor Group,Harbor Chevrolet Marina,Warranty,46,10912,6863,0,0.9
2024-06,Harbor Motor Group,Harbor Ford Portside,Maintenance,207,30622,33548,1,2.9
2024-06,Harbor Motor Group,Harbor Ford Portside,Repair,121,22341,20596,1,2.2
2024-06,Harbor Motor Group,Harbor Ford Portside,Tires,40,9680,7469,1,1.4
2024-06,Harbor Motor Group,Harbor Ford Portside,Recall,27,6897,4157,0,1.4
2024-06,Harbor Motor Group,Harbor Ford Portside,Warranty,54,9602,9990,0,2.3
2024-06,Harbor Motor Group,Harbor Honda Seaside,Maintenance,187,30563,30214,1,3.1
2024-06,Harbor Motor Group,Harbor Honda Seaside,Repair,110,17934,11994,1,3.3
2024-06,Harbor Motor Group,Harbor Honda Seaside,Tires,36,5320,7107,1,1.3
2024-06,Harbor Motor Group,Harbor Honda Seaside,Recall,24,3752,3705,0,3.1
2024-06,Harbor Motor Group,Harbor Honda Seaside,Warranty,48,10944,8024,0,2.4
2024-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Maintenance,168,31802,30489,1,3.2
2024-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Repair,98,19289,8940,1,1.7
2024-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Tires,32,6733,4022,1,1.4
2024-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Recall,21,4839,2338,0,3.1
2024-06,Harbor Motor Group,Harbor Jeep Ram Anchor,Warranty,43,9298,3883,0,1.2
2024-06,Harbor Motor Group,Harbor Kia Lighthouse,Maintenance,141,31620,17700,1,1.1
2024-06,Harbor Motor Group,Harbor Kia Lighthouse,Repair,83,15644,9462,1,2.5
2024-06,Harbor Motor Group,Harbor Kia Lighthouse,Tires,27,3882,3898,1,2.6
2024-06,Harbor Motor Group,Harbor Kia Lighthouse,Recall,18,2883,1736,0,2.1
2024-06,Harbor Motor Group,Harbor Kia Lighthouse,Warranty,36,8759,4387,0,2.4
2024-06,Harbor Motor Group,Harbor Subaru Tidewater,Maintenance,126,22347,24754,1,2.2
2024-06,Harbor Motor Group,Harbor Subaru Tidewater,Repair,74,16437,15200,1,0.8
2024-06,Harbor Motor Group,Harbor Subaru Tidewater,Tires,24,3781,2888,1,2.7
2024-06,Harbor Motor Group,Harbor Subaru Tidewater,Recall,16,2309,2641,0,1.4
2024-06,Harbor Motor Group,Harbor Subaru Tidewater,Warranty,33,7027,6101,0,2.2
2024-06,Harbor Motor Group,Harbor Toyota Bayview,Maintenance,236,54843,31564,1,3.3
2024-06,Harbor Motor Group,Harbor Toyota Bayview,Repair,138,23451,24620,1,2.7
2024-06,Harbor Motor Group,Harbor Toyota Bayview,Tires,46,11288,7513,1,2.3
2024-06,Harbor Motor Group,Harbor Toyota Bayview,Recall,30,5388,3099,0,3.0
2024-06,Harbor Motor Group,Harbor Toyota Bayview,Warranty,61,12120,11433,0,3.3
2024-06,Summit Auto Group,Summit BMW,Maintenance,182,44978,17452,1,3.1
2024-06,Summit Auto Group,Summit BMW,Repair,106,26285,10529,1,2.4
2024-06,Summit Auto Group,Summit BMW,Tires,35,8048,3907,1,1.3
2024-06,Summit Auto Group,Summit BMW,Recall,23,4733,3118,0,2.1
2024-06,Summit Auto Group,Summit BMW,Warranty,47,11830,9702,0,1.1
2024-06,Summit Auto Group,Summit Chevrolet Glenpark,Maintenance,190,27286,24745,1,1.4
2024-06,Summit Auto Group,Summit Chevrolet Glenpark,Repair,112,26571,21718,1,1.7
2024-06,Summit Auto Group,Summit Chevrolet Glenpark,Tires,37,9140,5253,1,2.8
2024-06,Summit Auto Group,Summit Chevrolet Glenpark,Recall,24,4504,4053,0,1.6
2024-06,Summit Auto Group,Summit Chevrolet Glenpark,Warranty,49,12491,9766,0,1.5
2024-06,Summit Auto Group,Summit Ford Rivera,Maintenance,215,53206,29871,1,2.9
2024-06,Summit Auto Group,Summit Ford Rivera,Repair,126,26482,15193,1,1.0
2024-06,Summit Auto Group,Summit Ford Rivera,Tires,42,9035,5685,1,1.4
2024-06,Summit Auto Group,Summit Ford Rivera,Recall,28,6562,4869,0,2.0
2024-06,Summit Auto Group,Summit Ford Rivera,Warranty,56,10958,8442,0,3.0
2024-06,Summit Auto Group,Summit Honda Westland,Maintenance,220,45177,35136,1,2.0
2024-06,Summit Auto Group,Summit Honda Westland,Repair,129,33135,18779,1,0.9
2024-06,Summit Auto Group,Summit Honda Westland,Tires,43,9015,6421,1,1.9
2024-06,Summit Auto Group,Summit Honda Westland,Recall,28,6306,2666,0,3.0
2024-06,Summit Auto Group,Summit Honda Westland,Warranty,57,9918,6690,0,1.4
2024-06,Summit Auto Group,Summit Hyundai Oakhurst,Maintenance,128,28540,23768,1,2.9
2024-06,Summit Auto Group,Summit Hyundai Oakhurst,Repair,75,17831,9772,1,1.8
2024-06,Summit Auto Group,Summit Hyundai Oakhurst,Tires,25,4547,2485,1,3.0
2024-06,Summit Auto Group,Summit Hyundai Oakhurst,Recall,16,3799,3243,0,1.9
2024-06,Summit Auto Group,Summit Hyundai Oakhurst,Warranty,33,7634,5100,0,3.4
2024-06,Summit Auto Group,Summit Jeep Ram Clearwater,Maintenance,171,25757,15603,1,3.0
2024-06,Summit Auto Group,Summit Jeep Ram Clearwater,Repair,100,23523,12792,1,2.4
2024-06,Summit Auto Group,Summit Jeep Ram Clearwater,Tires,33,6772,3095,1,3.0
2024-06,Summit Auto Group,Summit Jeep Ram Clearwater,Recall,22,4584,4421,0,0.9
2024-06,Summit Auto Group,Summit Jeep Ram Clearwater,Warranty,44,8268,7457,0,2.9
2024-06,Summit Auto Group,Summit Kia Brookfield,Maintenance,135,34817,19200,1,3.2
2024-06,Summit Auto Group,Summit Kia Brookfield,Repair,79,15242,7268,1,1.6
2024-06,Summit Auto Group,Summit Kia Brookfield,Tires,26,3793,4700,1,2.4
2024-06,Summit Auto Group,Summit Kia Brookfield,Recall,17,2722,2328,0,2.2
2024-06,Summit Auto Group,Summit Kia Brookfield,Warranty,35,6211,4261,0,1.0
2024-06,Summit Auto Group,Summit Mazda Lakeside,Maintenance,93,14333,9730,1,1.0
2024-06,Summit Auto Group,Summit Mazda Lakeside,Repair,54,8193,6357,1,2.8
2024-06,Summit Auto Group,Summit Mazda Lakeside,Tires,18,3651,2735,1,1.1
2024-06,Summit Auto Group,Summit Mazda Lakeside,Recall,12,1709,1503,0,1.8
2024-06,Summit Auto Group,Summit Mazda Lakeside,Warranty,24,4237,3366,0,2.7
2024-06,Summit Auto Group,Summit Nissan Ridgemont,Maintenance,135,20873,21145,1,1.5
2024-06,Summit Auto Group,Summit Nissan Ridgemont,Repair,79,15545,10095,1,1.5
2024-06,Summit Auto Group,Summit Nissan Ridgemont,Tires,26,4425,5183,1,1.9
2024-06,Summit Auto Group,Summit Nissan Ridgemont,Recall,17,2908,3354,0,1.5
2024-06,Summit Auto Group,Summit Nissan Ridgemont,Warranty,35,6367,5129,0,2.2
2024-06,Summit Auto Group,Summit Subaru Northgate,Maintenance,100,24153,10421,1,1.8
2024-06,Summit Auto Group,Summit Subaru Northgate,Repair,58,11575,9774,1,1.6
2024-06,Summit Auto Group,Summit Subaru Northgate,Tires,19,3287,2413,1,1.8
2024-06,Summit Auto Group,Summit Subaru Northgate,Recall,13,3323,1378,0,1.7
